,04-20-2015,16:28:23, Lane 1 ,Fwd,FF,,119,2,56,,2,7.78,,,,,,,,,,,,,,,,,,,,,,,,7.78,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:28:23, Lane 1 ,Fwd,FF,,120,2,56,,4,7.12,89.73,7.61,,,,,,,,,,,,,,,,,,,,,,104.46,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:28:48, Lane 1 ,Fwd,FF,,121,2,56,,4,8.27,Invalid,9.09,,,,,,,,,,,,,,,,,,,,,,17.36,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:28:48, Lane 1 ,Fwd,FF,,122,10,56,,6,8.76,65.01,8.43,43.31,8.43,,,,,,,,,,,,,,,,,,,,133.94,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:29:02, Lane 1 ,Fwd,FF,,123,2,56,,2,7.78,,,,,,,,,,,,,,,,,,,,,,,,7.78,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:29:42, Lane 1 ,Fwd,FF,,124,2,56,,4,10.56,82.37,7.86,,,,,,,,,,,,,,,,,,,,,,100.79,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:29:52, Lane 1 ,Fwd,FF,,125,2,56,,4,8.76,88.02,9.09,,,,,,,,,,,,,,,,,,,,,,105.87,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:30:07, Lane 1 ,Fwd,FF,,126,2,56,,4,7.70,107.75,8.51,,,,,,,,,,,,,,,,,,,,,,123.96,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:30:07, Lane 1 ,Fwd,FF,,127,3,56,,2,11.30,,,,,,,,,,,,,,,,,,,,,,,,11.30,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:30:26, Lane 1 ,Fwd,FF,,128,9,56,,5,5.57,3.77,79.25,11.71,,,,,,,,,,,,,,,,,,,,,100.30,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:30:26, Lane 1 ,Fwd,FF,,129,2,56,,2,9.01,,,,,,,,,,,,,,,,,,,,,,,,9.01,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:30:39, Lane 1 ,Fwd,FF,,130,15,56,,10,11.30,163.91,9.58,88.34,9.42,201.98,13.18,Invalid,8.60,,,,,,,,,,,,,,,,506.31,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:30:39, Lane 1 ,Fwd,FF,,131,2,56,,4,7.45,98.33,6.71,,,,,,,,,,,,,,,,,,,,,,112.49,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:31:03, Lane 1 ,Fwd,FF,,132,2,56,,2,7.53,,,,,,,,,,,,,,,,,,,,,,,,7.53,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:31:18, Lane 1 ,Fwd,FF,,133,2,56,,2,9.01,,,,,,,,,,,,,,,,,,,,,,,,9.01,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:32:19, Lane 1 ,Fwd,FF,,134,15,56,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,04-20-2015,16:32:33, Lane 1 ,Fwd,FF,,135,2,56,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:32:40, Lane 1 ,Fwd,FF,,136,2,56,,2,7.94,,,,,,,,,,,,,,,,,,,,,,,,7.94,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:32:47, Lane 1 ,Fwd,FF,,137,2,56,,2,9.58,,,,,,,,,,,,,,,,,,,,,,,,9.58,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:32:47, Lane 1 ,Fwd,FF,,138,2,56,,2,8.43,,,,,,,,,,,,,,,,,,,,,,,,8.43,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:33:02, Lane 1 ,Fwd,FF,,139,2,56,,2,8.27,,,,,,,,,,,,,,,,,,,,,,,,8.27,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:33:51, Lane 1 ,Fwd,FF,,140,2,56,,2,7.29,,,,,,,,,,,,,,,,,,,,,,,,7.29,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:33:51, Lane 1 ,Fwd,FF,,141,2,56,,2,8.19,,,,,,,,,,,,,,,,,,,,,,,,8.19,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:34:10, Lane 1 ,Fwd,FF,,142,3,56,,2,10.81,,,,,,,,,,,,,,,,,,,,,,,,10.81,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:34:10, Lane 1 ,Fwd,FF,,143,3,56,,2,10.40,,,,,,,,,,,,,,,,,,,,,,,,10.40,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:34:25, Lane 1 ,Fwd,FF,,144,3,56,,2,12.03,,,,,,,,,,,,,,,,,,,,,,,,12.03,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:34:33, Lane 1 ,Fwd,FF,,145,2,56,,2,7.20,,,,,,,,,,,,,,,,,,,,,,,,7.20,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:34:33, Lane 1 ,Fwd,FF,,146,3,56,,2,10.40,,,,,,,,,,,,,,,,,,,,,,,,10.40,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:34:56, Lane 1 ,Fwd,FF,,147,2,56,,2,9.42,,,,,,,,,,,,,,,,,,,,,,,,9.42,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:35:18, Lane 1 ,Fwd,FF,,148,15,56,,12,8.68,147.86,8.11,110.69,8.35,134.52,8.35,Invalid,8.02,92.27,8.27,,,,,,,,,,,,,,535.12,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:35:18, Lane 1 ,Fwd,FF,,149,2,56,,2,8.60,,,,,,,,,,,,,,,,,,,,,,,,8.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:35:38, Lane 1 ,Fwd,FF,,150,2,56,,4,11.05,65.91,10.73,,,,,,,,,,,,,,,,,,,,,,87.69,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:35:38, Lane 1 ,Fwd,FF,,151,2,56,,2,8.43,,,,,,,,,,,,,,,,,,,,,,,,8.43,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:35:56, Lane 1 ,Fwd,FF,,152,2,56,,2,8.84,,,,,,,,,,,,,,,,,,,,,,,,8.84,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:36:26, Lane 1 ,Fwd,FF,,153,2,56,,2,8.51,,,,,,,,,,,,,,,,,,,,,,,,8.51,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:36:47, Lane 1 ,Fwd,FF,,154,3,56,,2,12.03,,,,,,,,,,,,,,,,,,,,,,,,12.03,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:37:12, Lane 1 ,Fwd,FF,,155,15,56,,12,8.19,63.70,7.94,96.20,8.92,104.31,8.43,Invalid,7.94,155.31,7.86,,,,,,,,,,,,,,468.80,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:37:12, Lane 1 ,Fwd,FF,,156,2,56,,2,8.43,,,,,,,,,,,,,,,,,,,,,,,,8.43,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:37:55, Lane 1 ,Fwd,FF,,157,3,56,,2,11.95,,,,,,,,,,,,,,,,,,,,,,,,11.95,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:38:02, Lane 1 ,Fwd,FF,,158,2,56,,4,8.27,Invalid,9.42,,,,,,,,,,,,,,,,,,,,,,17.69,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:38:02, Lane 1 ,Fwd,FF,,159,2,56,,2,7.94,,,,,,,,,,,,,,,,,,,,,,,,7.94,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:38:31, Lane 1 ,Fwd,FF,,160,2,56,,2,7.78,,,,,,,,,,,,,,,,,,,,,,,,7.78,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:38:55, Lane 1 ,Fwd,FF,,161,2,56,,2,9.01,,,,,,,,,,,,,,,,,,,,,,,,9.01,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:39:02, Lane 1 ,Fwd,FF,,162,15,56,,9,8.43,Invalid,8.27,Invalid,11.30,13.26,71.48,8.76,,,,,,,,,,,,,,,,,121.50,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:39:02, Lane 1 ,Fwd,FF,,163,5,56,,2,14.00,,,,,,,,,,,,,,,,,,,,,,,,14.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:39:21, Lane 1 ,Fwd,FF,,164,15,56,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,04-20-2015,16:39:38, Lane 1 ,Fwd,FF,,165,15,56,,9,106.76,12.20,207.63,10.81,Invalid,9.74,130.59,8.51,,,,,,,,,,,,,,,,,486.24,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:39:38, Lane 1 ,Fwd,FF,,166,2,56,,2,9.25,,,,,,,,,,,,,,,,,,,,,,,,9.25,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:40:30, Lane 1 ,Fwd,FF,,167,2,56,,2,7.04,,,,,,,,,,,,,,,,,,,,,,,,7.04,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:40:52, Lane 1 ,Fwd,FF,,168,2,56,,4,9.74,73.69,8.92,,,,,,,,,,,,,,,,,,,,,,92.35,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:41:11, Lane 1 ,Fwd,FF,,169,15,56,,8,9.66,117.73,9.01,57.80,8.92,137.14,9.09,,,,,,,,,,,,,,,,,,349.35,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:41:11, Lane 1 ,Fwd,FF,,170,2,56,,2,8.92,,,,,,,,,,,,,,,,,,,,,,,,8.92,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:41:27, Lane 1 ,Fwd,FF,,171,2,56,,2,8.51,,,,,,,,,,,,,,,,,,,,,,,,8.51,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:42:21, Lane 1 ,Fwd,FF,,172,2,56,,2,8.76,,,,,,,,,,,,,,,,,,,,,,,,8.76,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:42:30, Lane 1 ,Fwd,FF,,173,2,56,,2,8.35,,,,,,,,,,,,,,,,,,,,,,,,8.35,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:42:39, Lane 1 ,Fwd,FF,,174,15,56,,13,8.27,56.90,8.02,86.13,11.22,94.97,8.35,80.24,15.80,3.85,27.35,3.68,,,,,,,,,,,,,404.78,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:43:14, Lane 1 ,Fwd,FF,,175,15,56,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,04-20-2015,16:43:30, Lane 1 ,Fwd,FF,,176,2,56,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:43:48, Lane 1 ,Fwd,FF,,177,13,56,,7,12.85,18.91,120.93,7.53,119.21,10.15,,,,,,,,,,,,,,,,,,,289.58,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:43:48, Lane 1 ,Fwd,FF,,178,2,56,,2,7.20,,,,,,,,,,,,,,,,,,,,,,,,7.20,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:44:18, Lane 1 ,Fwd,FF,,179,2,56,,4,9.50,Invalid,8.43,,,,,,,,,,,,,,,,,,,,,,17.93,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:44:18, Lane 1 ,Fwd,FF,,180,13,56,,7,12.61,86.38,10.97,3.68,3.68,4.26,,,,,,,,,,,,,,,,,,,121.58,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:44:34, Lane 1 ,Fwd,FF,,181,15,56,,10,9.25,162.19,9.09,159.82,9.42,73.52,8.68,160.64,8.84,,,,,,,,,,,,,,,,601.45,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:44:34, Lane 1 ,Fwd,FF,,182,2,56,,2,8.76,,,,,,,,,,,,,,,,,,,,,,,,8.76,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:45:13, Lane 1 ,Fwd,FF,,183,2,56,,2,8.27,,,,,,,,,,,,,,,,,,,,,,,,8.27,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:45:13, Lane 1 ,Fwd,FF,,184,8,56,,3,13.26,16.13,,,,,,,,,,,,,,,,,,,,,,,29.39,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:45:31, Lane 1 ,Fwd,FF,,185,15,56,,8,11.05,180.45,10.07,96.69,9.09,134.76,9.01,,,,,,,,,,,,,,,,,,451.12,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:45:31, Lane 1 ,Fwd,FF,,186,2,56,,2,8.51,,,,,,,,,,,,,,,,,,,,,,,,8.51,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:45:50, Lane 1 ,Fwd,FF,,187,15,56,,8,9.83,96.28,9.42,49.70,9.50,Invalid,8.35,,,,,,,,,,,,,,,,,,183.08,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:45:50, Lane 1 ,Fwd,FF,,188,2,56,,2,7.45,,,,,,,,,,,,,,,,,,,,,,,,7.45,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:46:06, Lane 1 ,Fwd,FF,,189,2,56,,4,10.07,Invalid,7.70,,,,,,,,,,,,,,,,,,,,,,17.77,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:46:06, Lane 1 ,Fwd,FF,,190,2,56,,2,8.27,,,,,,,,,,,,,,,,,,,,,,,,8.27,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:46:21, Lane 1 ,Fwd,FF,,191,2,56,,2,8.84,,,,,,,,,,,,,,,,,,,,,,,,8.84,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:46:51, Lane 1 ,Fwd,FF,,192,2,56,,2,7.94,,,,,,,,,,,,,,,,,,,,,,,,7.94,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:47:01, Lane 1 ,Fwd,FF,,193,3,56,,2,11.14,,,,,,,,,,,,,,,,,,,,,,,,11.14,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:47:35, Lane 1 ,Fwd,FF,,194,2,56,,4,9.33,160.23,7.94,,,,,,,,,,,,,,,,,,,,,,177.50,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:47:35, Lane 1 ,Fwd,FF,,195,2,56,,2,7.61,,,,,,,,,,,,,,,,,,,,,,,,7.61,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:47:50, Lane 1 ,Fwd,FF,,196,2,56,,2,9.17,,,,,,,,,,,,,,,,,,,,,,,,9.17,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:47:50, Lane 1 ,Fwd,FF,,197,2,56,,2,10.07,,,,,,,,,,,,,,,,,,,,,,,,10.07,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:48:17, Lane 1 ,Fwd,FF,,198,15,56,,10,7.53,174.23,7.86,Invalid,7.94,155.97,7.78,Invalid,8.19,,,,,,,,,,,,,,,,369.50,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:48:17, Lane 1 ,Fwd,FF,,199,2,56,,3,7.78,12.28,,,,,,,,,,,,,,,,,,,,,,,20.06,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:49:15, Lane 1 ,Fwd,FF,,200,3,56,,2,12.53,,,,,,,,,,,,,,,,,,,,,,,,12.53,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:49:34, Lane 1 ,Fwd,FF,,201,3,56,,2,12.28,,,,,,,,,,,,,,,,,,,,,,,,12.28,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:49:45, Lane 1 ,Fwd,FF,,202,10,56,,6,8.35,Invalid,7.78,158.43,10.48,,,,,,,,,,,,,,,,,,,,185.04,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:49:45, Lane 1 ,Fwd,FF,,203,3,56,,2,11.79,,,,,,,,,,,,,,,,,,,,,,,,11.79,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:50:16, Lane 1 ,Fwd,FF,,204,5,56,,2,13.02,,,,,,,,,,,,,,,,,,,,,,,,13.02,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:50:34, Lane 1 ,Fwd,FF,,205,15,56,,10,12.28,207.71,8.35,75.49,8.60,Invalid,8.11,Invalid,6.96,,,,,,,,,,,,,,,,327.50,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:50:34, Lane 1 ,Fwd,FF,,206,2,56,,2,8.92,,,,,,,,,,,,,,,,,,,,,,,,8.92,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:51:01, Lane 1 ,Fwd,FF,,207,2,56,,2,8.68,,,,,,,,,,,,,,,,,,,,,,,,8.68,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:51:27, Lane 1 ,Fwd,FF,,208,2,56,,4,9.50,84.49,9.50,,,,,,,,,,,,,,,,,,,,,,103.49,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:51:27, Lane 1 ,Fwd,FF,,209,2,56,,2,7.53,,,,,,,,,,,,,,,,,,,,,,,,7.53,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:52:00, Lane 1 ,Fwd,FF,,210,2,56,,2,9.66,,,,,,,,,,,,,,,,,,,,,,,,9.66,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:52:22, Lane 1 ,Fwd,FF,,211,2,56,,2,8.51,,,,,,,,,,,,,,,,,,,,,,,,8.51,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:52:31, Lane 1 ,Fwd,FF,,212,2,56,,4,7.86,107.01,11.14,,,,,,,,,,,,,,,,,,,,,,126.01,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:53:03, Lane 1 ,Fwd,FF,,213,2,56,,2,8.27,,,,,,,,,,,,,,,,,,,,,,,,8.27,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:53:03, Lane 1 ,Fwd,FF,,214,2,56,,2,7.94,,,,,,,,,,,,,,,,,,,,,,,,7.94,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:53:13, Lane 1 ,Fwd,FF,,215,15,56,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,04-20-2015,16:53:29, Lane 1 ,Fwd,FF,,216,10,56,,6,9.50,165.71,11.63,101.11,14.16,,,,,,,,,,,,,,,,,,,,302.11,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:53:29, Lane 1 ,Fwd,FF,,217,3,56,,2,12.44,,,,,,,,,,,,,,,,,,,,,,,,12.44,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:53:57, Lane 1 ,Fwd,FF,,218,3,56,,2,11.79,,,,,,,,,,,,,,,,,,,,,,,,11.79,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:54:07, Lane 1 ,Fwd,FF,,219,15,56,,>Range,,,,,,,,,,,,,,,,,,,,,,,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,0.000
,04-20-2015,16:54:21, Lane 1 ,Fwd,FF,,220,15,56,,9,8.92,132.14,10.81,11.79,Invalid,10.48,Invalid,12.53,,,,,,,,,,,,,,,,,186.67,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:54:21, Lane 1 ,Fwd,FF,,221,3,56,,2,12.03,,,,,,,,,,,,,,,,,,,,,,,,12.03,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:55:19, Lane 1 ,Fwd,FF,,222,2,56,,4,8.02,166.29,7.61,,,,,,,,,,,,,,,,,,,,,,181.92,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:55:19, Lane 1 ,Fwd,FF,,223,2,56,,4,8.68,104.14,7.78,,,,,,,,,,,,,,,,,,,,,,120.60,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
,04-20-2015,16:55:33, Lane 1 ,Fwd,FF,,224,13,56,,7,9.25,Invalid,9.25,3.36,3.52,3.93,,,,,,,,,,,,,,,,,,,29.31,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
